94112	94112		5807715.735195931	0.012577922772168118	0.187902537946132	0.00012741670456001324
94110	94110		4226462.988609541	0.01608886678607137	0.12684698258158097	0.0003757278850612706
94122	94122		6925361.139582987	0.008121453721529207	0.2143592616609078	0.00012086012312282104
94109	94109		1821361.5936268992	0.030627636047225886	0.09952674093449078	0.0005578244339592267
94121	94121		3854815.165135375	0.01104929761230308	0.12214005943868587	0.00015123941746232234
94116	94116		4622518.242692909	0.009112132778833958	0.14031815315176244	0.00011292546023483122
94134	94134		4556996.269528899	0.008862636177706416	0.15714903850862474	5.837178357565322e-05
94118	94118		3273835.949243238	0.011943176324714175	0.14228791620047987	0.0002504707055310901
94117	94117		2186944.42132856	0.016851365604257994	0.10269403493669615	0.0003150514449660478
94115	94115		1929503.4981626887	0.017981827984783764	0.07524742921107791	0.0003897375675742849
94124	94124		8499037.810620068	0.0038014891473512366	0.3432582783076254	9.977600040093623e-05
94114	94114		2573474.466968367	0.01235955530480535	0.12930311723041826	0.00034505879556912477
94132	94132		7325156.254278003	0.00377507305511063	0.22935462356512154	4.109127362630816e-05
94131	94131		3593864.3365522176	0.007597949572630801	0.19541401882448187	0.00010601401842717114
94107	94107		3218540.5724902353	0.008300345886064188	0.2056394926298668	0.000417891267705646
94102	94102		1196521.1009272449	0.022285440665723272	0.07400325244390665	0.0008048332781208142
94133	94133		1304041.0435579165	0.019119030128051863	0.1305160812479511	0.0005682336485194301
94123	94123		2002291.8006972542	0.012349348876816737	0.12197229692837862	0.00037107478527418757
94103	94103		2335102.5542596155	0.009998704321319577	0.10873549507944842	0.0005875544941258549
94127	94127		2980751.3567985417	0.006405767443986941	0.10757583355451046	0.00010601353892845257
94108	94108		488054.1695399645	0.02670195403162695	0.043178570694737406	0.001508029325297532
94105	94105		631620.4069760689	0.012266861416169474	0.05286725511634636	0.0015927287796420355
94158	94158		964678.8199975283	0.004685497293297661	0.07356207549393524	0.00016067523904007464
94129	94129		4163695.842010283	0.0009599644526556483	0.11885894199317522	2.56983228506766e-05
94111	94111		934207.9311528796	0.0039017009794616157	0.20337172234048914	0.00106186210469847
94130	94130		1538837.3000461191	0.0015687168487062617	0.11261163614028354	5.133746108027948e-05
