10453	10006	11421	11385	10459	11422	10312	11374	11367	11373	10010	11363	10466	10471	10007	11222	11414	11201	11207	11205	10470	10474	11105	10454	10461	10027	11413	11210	11106	11225	11102	10009	10002	11214	10034	10003	11231	11004	11360	11435	11101	10303	10014	11433	11215	10011	11219	11220	10023	10069	11368	11423	10038	11428	11209	10022	11412	10044	11692	10302	10462	10030	11203	11429	10001	10016	10028	11234	11223	11217	10013	11208	11233	10012	10457	11228	10301	10017	11364	10031	11357	10306	10310	10469	10455	10032	11427	11369	11104	10025	11230	11436	11434	10460	11411	11358	11218	11362	10037	10280	11226	10468	10035	11418	10019	11229	11224	10452	10128	11370	11366	11379	11416	10308	11237	11419	11693	11378	11372	11232	11221	11691	11356	11216	10033	11365	11239	10473	11355	11212	10458	11103	10029	10026	11426	11238	10451	10463	10307	10021	11361	11415	11211	10305	10309	10018	10314	10040	10456	10039	11206	10024	10465	11375	11235	10036	10304	10282	10464	11236	11204	11417	11694	10472	11354	11213	11432	10467	10004	10475	11697	11377	10005	11420
10451	10466	10016	11358	10461	10454	10457	11357	10017	11218	10023	10037	11230	11226	11208	11201	11219	11224	11373	10035	10019	10011	11414	11216	11237	10470	11412	10028	10465	11379	10474	11364	11103	11369	10032	10013	10306	10002	10304	11427	11004	11436	10014	11238	10029	10308	10312	10038	10021	10010	10025	11229	11433	10471	10022	10007	10026	11372	11423	11215	11234	10468	11203	10128	11429	11416	11221	11368	11223	10033	11217	10452	11235	10024	11228	10040	11413	10309	11105	10459	10456	11355	11375	11435	10301	10472	11422	10027	10473	11694	11426	11385	10458	10031	10469	11360	10003	10455	11231	11362	11101	10310	10307	10463	11367	11415	10303	11361	10453	11207	11434	11222	11428	11370	11374	10004	11418	10302	10462	11356	10030	11419	11366	11206	11232	11236	11365	11239	11421	11378	11417	10012	11210	11225	11691	10282	10039	11212	10009	11214	10314	11104	11363	11411	10036	11211	10460	11205	10464	10006	10280	11213	10069	11209	10044	10001	11692	10018	11354	11106	10034	11233	11693	11220	10305	10467	11102	11204	10475	11432	11697	11377	10005	11420
11377	10005	10475	10013	11226	11697	11208	11204	11230	10305	11216	10466	11224	10467	11354	11236	11362	11436	11427	10282	11218	10454	10468	10035	10037	11369	10018	10017	11238	11364	11432	10461	10457	10462	11414	11223	10308	10007	11219	10470	11423	11412	11215	10471	11373	10028	10456	10040	10022	11229	11416	10033	11221	11201	11379	10011	10016	10029	10019	11237	11101	10038	11004	11213	10469	10023	10032	10014	10002	11357	11413	10027	10301	10309	11358	10451	10306	11434	10021	11360	10474	10004	10302	10307	10458	10453	11428	11232	11370	11212	11378	11429	10025	10465	11691	11374	10010	11356	11368	11433	10312	11203	11217	10128	11375	11372	11355	10473	11235	10314	11417	10024	11233	10472	10452	11421	11210	11694	11435	11225	11385	11411	11422	11214	10464	11104	10026	10031	10459	10003	10303	11105	11415	10455	11211	11693	11361	10463	10009	11228	10304	11231	11426	10036	11205	10069	11366	10012	11207	11367	10044	11222	11363	11234	11103	11209	10030	11365	11419	10310	11239	11206	10039	11692	11418	11106	10460	10280	10001	10006	11220	10034	11102	11420
11412	11368	10017	10461	11218	11429	10022	10028	11414	11433	10011	10019	10040	11379	10466	11201	10039	11375	10002	11216	10027	10473	11212	11004	10306	11426	10454	10474	11238	10014	11226	10457	11369	11423	10007	10463	11219	11215	11434	11103	10312	11373	11374	11230	11416	10128	10037	11224	10025	11208	10033	11223	10016	10309	10030	11421	11221	10470	11427	11357	11385	11237	10032	11105	10031	11413	11417	11435	11436	10009	11101	10003	10301	11411	10021	11211	11235	11415	10303	10464	11362	11364	10460	11228	11236	11428	11358	11231	10453	10462	10452	11209	11229	11378	11419	10029	11203	10023	10302	11370	11234	11365	10456	10471	10038	10465	11692	10012	11691	11356	11206	10468	11418	11210	10026	11239	10035	10010	11214	11694	10001	10314	11225	11217	11355	11361	10024	10469	10451	10282	11422	10455	10036	10013	11104	10459	10310	10472	11360	10304	10307	11367	10044	10069	11222	11363	11207	11232	10308	11372	11366	10280	10018	10006	10034	11106	11233	11693	10458	10305	11220	10004	11205	11213	11354	11102	10475	10467	11432	11204	11697	11377	10005	11420
10017	10021	11218	11224	11412	10019	10025	11379	10314	10454	11417	10473	10464	10461	11226	10457	11103	11219	10037	11378	11433	11368	11429	10022	11203	11201	10011	11414	10033	10028	10040	10016	10466	11206	11216	11375	10465	11694	11230	11208	10035	10031	11427	11357	11237	11221	10470	10039	11436	10306	10474	11361	10032	11426	11211	11364	11238	11004	10304	11415	11358	10463	10307	11369	11423	11374	11229	10007	10014	10023	11215	10312	11434	11373	11416	10029	11370	11356	10128	11419	10456	11239	10038	11223	10030	11418	10012	11365	11105	11413	11385	10468	10301	10027	10309	10003	10002	10469	10009	10451	10026	10455	11422	11101	10310	11228	11435	11212	10013	11367	10036	10460	10303	11231	11362	11235	10452	10282	11236	10453	11428	11209	10462	11372	10308	10471	11366	10004	11232	10302	10280	11234	11692	11691	10010	11213	11210	11421	10001	11214	11225	11693	10472	11217	11355	10459	11104	11360	10024	11411	10458	11363	11222	10044	10069	11205	11207	10467	10006	11106	10034	11354	11233	10018	11220	10305	11102	11432	10475	11204	11697	11377	10005	11420
11106	11220	10069	11222	11205	11207	10006	11210	11102	11225	11214	10034	11104	11367	11428	11209	11692	10453	10044	11363	10462	10302	11234	10458	10009	10301	11105	11413	11228	10003	11421	10459	11385	11231	10303	10469	10460	11411	11422	11101	10312	11416	11229	11215	11374	10471	11423	11366	10007	11370	11419	11356	11372	11223	11217	10030	11232	11691	11693	10010	11233	10474	11235	10012	11364	10027	10310	10031	11426	10306	11357	11369	10451	11427	11360	10032	11436	11004	11434	11362	10455	11435	10014	10280	10038	10011	10033	10018	11418	11206	10308	10022	10001	11373	11203	11219	11221	11414	11365	10470	11208	11103	11355	10457	10461	10029	10454	10026	10036	11415	10037	11211	11361	10002	11358	10463	10468	11226	10023	11433	10452	11201	11216	11379	10466	10016	10472	10019	11368	11204	11224	11237	11412	11429	10128	11694	10314	11378	11375	10028	10013	10024	10473	10025	10465	11212	10017	11238	10307	10304	10464	10305	11218	10035	10309	10040	10039	10004	11230	11354	10282	10021	11417	11213	11239	10456	11432	10467	11236	10475	11697	11377	10005	11420
10017	11218	11368	11412	10040	10019	11216	11375	11379	11357	10454	10021	10461	11238	11226	10457	11103	11219	11429	10022	11433	10037	11224	11414	10016	10028	10011	10465	11201	10466	11208	11427	10025	11230	10002	10039	11221	11694	10032	11436	10027	10470	10306	11237	10473	11417	11211	10309	10451	10026	10474	11426	10464	11212	11415	11004	11364	11235	10304	11423	11358	11369	11362	10014	10007	11215	10463	11229	11434	10312	11374	11236	11373	11203	10023	11370	10128	10033	11416	11366	10456	11234	10029	10038	11223	11419	11239	11421	11206	11365	10030	10012	11413	11418	11385	10035	10031	11105	10468	10009	10301	10469	11101	10003	10314	11361	11435	11411	10024	10458	10455	10310	10472	11422	10013	11228	10303	10460	11231	11428	11367	10452	10453	10282	10462	10307	11209	11207	11378	11372	10308	10302	11232	10471	10004	11356	11691	11692	10280	10010	11210	11214	11213	11225	10001	11217	11104	10459	11355	11360	10036	10044	11222	10069	11363	11205	10006	10018	11106	10034	11354	11693	11233	11220	10305	10475	10467	11102	11432	11204	11697	11377	10005	11420
11417	11375	11694	11238	10004	10016	10040	11216	10456	10464	10025	10017	11218	11230	10473	10451	11103	11433	10023	11368	10304	11201	11212	11412	11224	11379	10033	10019	11206	10466	10024	10039	10309	10465	11364	10002	10027	10036	10461	10314	10454	11362	11415	11357	10457	11211	10472	11226	10021	10037	11203	10011	11236	10013	10022	10310	11365	11373	11429	10026	11221	11208	11219	10031	11414	10035	11416	11378	10470	10028	11237	11427	11366	11231	10032	11426	11434	10029	11239	10306	11235	10474	11436	10307	11004	11361	11358	10308	11369	11423	11215	10312	10038	10014	10462	10463	10468	11229	10452	10453	11374	10471	11217	10007	11223	10010	11418	11370	11232	11356	10012	11234	10030	11419	11105	10128	10459	11421	11360	10301	10009	11385	11435	11355	11411	11413	10469	11228	10003	10460	10458	11101	10455	11422	10282	10303	11222	10302	11367	11693	11692	10280	11209	11428	11207	10001	11372	11691	11210	11214	11225	11213	11104	11205	10069	10044	11363	10006	11233	11106	10467	11354	10034	10018	11220	10305	10475	11102	11432	11204	11697	11377	10005	11420
11379	10017	11218	11238	10466	11230	11201	11373	10011	11221	10309	11412	10019	10452	11237	11357	11427	10457	10032	10024	11364	10454	11004	10306	11211	10461	11426	11226	10473	10002	10014	10463	10021	10312	10037	10304	10029	10308	11434	11229	11423	11215	10471	10038	11416	11370	10025	11208	11224	11419	10035	11414	10022	11219	11418	11216	11203	10030	10465	11429	11232	10028	10468	11223	11368	10016	10470	10040	10012	11105	10301	11217	11355	11228	10009	10469	10459	10455	10474	10031	11101	10039	11360	11435	11436	11361	10013	11358	11235	10307	11367	11415	11369	11103	10303	10460	11428	10464	10462	10023	10036	10302	11374	10007	11433	11372	11234	11356	11692	10128	10010	11365	10033	11210	11206	11691	11239	11225	10026	11413	10456	11422	11214	10027	10458	11104	11385	11375	11417	10314	10282	10451	11205	11212	10003	11411	11362	11236	10310	11222	11231	10453	10069	10044	10006	11209	10280	10018	10001	11366	11421	11106	11354	11378	10472	10034	11693	11233	11694	11220	11363	10305	11207	10467	11213	11102	11204	10475	10004	11432	11697	11377	10005	11420
10019	11694	11417	11415	10017	10457	11103	11218	10037	10025	11433	11368	10473	10033	11224	11412	10039	11379	11365	11375	10040	11216	11426	10306	11436	10309	10454	10461	11238	10021	10032	10474	10314	10472	10304	11361	10464	11226	11369	11203	10463	10022	11419	11356	10029	11219	11429	10011	11201	10028	10016	11416	11230	10128	11414	11418	10004	10030	10465	10026	10031	11221	11235	10456	10466	11237	10035	11208	10036	10002	11411	11427	10003	10470	10469	11231	10027	11211	10460	11357	10303	11228	11364	11362	10455	11212	10451	11004	11209	11358	11236	11434	11215	11423	10282	11229	11372	10014	11692	10452	10312	10307	11223	11374	10007	10280	11370	11232	11373	11366	11691	10038	11234	11378	10023	11206	10012	10001	10010	11693	11105	10468	11217	11421	11385	10009	10301	10459	11413	11239	10310	10024	11435	10013	11104	11355	11101	10458	11422	10069	11367	11222	11428	10308	10453	10462	10302	10471	11106	11210	11354	10034	11214	11225	10018	10467	11213	11360	11220	10044	11205	11363	11207	10006	11233	11432	10305	10475	11102	11204	11697	11377	10005	11420
