10009	10304	11209	11419	11354	11216	10302	11223	10128	11364	11213	11368	10030	11372	11361	10463	10303	11230	11205	10468	10028	11375	10031	11103	10453	10471	11367	11236	10456	10473	10460	11365	11220	10025	11357	11203	10026	10027	11373	11374	11414	11426	11210	11362	11366	11432	11214	11233	10310	10457	10301	10308	10454	11004	11420	11427	11356	11204	11412	10035	10472	11385	11105	11208	10470	10458	11104	10459	11212	10034	10452	11370	11691	11692	11369	10314	11228	11694	11355	11377	11207	10312	10280	11224	10006	10012	10011	10019	10023	11218	10024	11235	11226	11225	11423	11429	10021	10032	10037	11102	11221	10044	10465	11697	10018	10010	10003	10002	11378	11415	11433	10014	11416	11363	10022	11237	11234	10007	11693	11219	10029	10475	10306	10466	11434	10033	10462	10467	10040	11229	10013	11231	11379	10455	11421	10004	10474	11435	10282	11436	11360	11206	11358	11101	11411	10451	10069	11232	10469	10039	11215	10001	11422	10305	10461	11413	11428	10309	11418	11106	10005	11222	11238	11239	10038	11217	11201	10017	10016	11417	11211	10036	10464	10307	
10027	10035	11377	11375	11230	10021	10463	10461	11221	11234	10467	10010	10002	11368	10301	11204	10025	10454	11223	11432	11206	10037	10453	11225	11102	11103	10009	10451	10456	10028	11235	10024	10032	10019	10304	11209	11228	10023	11694	10012	10314	10471	10001	11385	11355	11213	11433	11203	10457	10030	11419	11373	11237	11414	10308	11354	11233	10033	10307	10128	10465	10003	10029	11229	11210	11214	11004	11692	10469	11367	10034	11691	11435	11365	11361	11360	10013	10305	10459	11220	10011	10455	11236	11370	10460	11411	11224	10452	10031	10017	11205	11211	11207	10044	10016	11218	10472	11226	11105	10458	11201	11379	10026	10302	11697	11426	11413	11378	11363	11362	11356	11216	11222	11106	10022	10462	11219	11434	11374	11372	10040	10306	10310	10466	10007	10309	10014	11238	10018	11364	11412	11366	11423	11212	11358	10470	10473	11208	10468	10038	11422	10006	10282	11215	11217	11231	11101	10036	10280	10303	11232	11104	11369	10004	11418	11427	10475	11693	11420	11357	10005	11436	11417	11429	10069	10474	11239	10039	11416	11415	11421	10464	11428	10312	
11223	11368	11230	10312	10304	11209	11375	11221	10025	11432	11210	10027	11213	10035	11204	10454	10307	11214	11004	11354	10467	11225	11205	11367	10028	11206	11228	10305	11377	10453	10458	11385	10471	10037	10032	11103	10463	11226	11102	10456	10314	11355	10021	11220	11691	10461	11235	10009	11218	10019	11237	10030	11426	10308	11364	10002	11373	11372	11434	11374	11414	11419	10302	10003	11366	11203	10010	10457	11233	10033	11229	11219	11234	10128	10029	10310	11433	11216	11370	10472	10473	11423	10469	10459	11361	11694	10455	11212	10034	11369	10303	10452	10451	10460	11365	11379	11236	10468	10001	10023	11101	10044	11215	10017	10031	10012	10011	11207	11224	11105	10024	11357	11420	10462	11363	11362	10018	10465	11356	10007	10466	10040	10026	11238	11412	11427	10022	10309	11697	10306	11222	10016	10013	10038	11208	10470	11360	10004	11358	10006	11692	10282	11435	11422	11232	11217	11201	11211	11411	10036	11104	11429	10280	11413	10475	11693	11416	11418	10005	11378	10014	11415	11106	11231	10474	11239	11436	10069	10039	11421	11417	11428	10464	10301	
11209	10307	11213	11368	11354	11223	10456	11367	10009	10471	10453	11230	10463	11103	11220	11205	11375	10301	11414	10025	11364	11372	11210	11432	11366	11216	11419	10030	11373	10310	10035	11233	11004	11204	11214	10128	10457	10308	10027	10454	11203	11426	10302	11385	11207	11377	11102	11105	11694	11355	10459	11212	10034	10452	11691	11365	10460	10458	11369	11236	11228	10314	10303	11361	10032	10473	11370	11423	10468	10028	10019	10024	11235	11226	11225	10021	10037	11218	11221	10031	10312	10044	11234	11362	11427	11433	11356	10467	10003	10002	11434	11219	10033	10010	11412	10007	11420	10465	10466	11229	10026	11374	11357	10029	11215	10001	11101	10455	10012	11435	10461	11692	10282	10006	11422	11224	11104	11206	10469	10023	11360	10451	10470	11429	10011	10472	10305	10280	11379	11208	11693	10462	11416	10475	11378	11237	11363	11238	11106	11415	10014	11697	10040	11222	11418	10309	10018	10022	10306	11211	11411	11436	10039	11421	11358	10017	10069	10013	10038	11201	11231	10474	11232	10004	10016	11217	10005	11413	11428	10036	11417	11239	10464	10304	
10304	10307	11213	11368	11354	11223	10456	11367	10009	10471	10453	11230	10463	11103	11220	11205	11375	10301	11414	10025	11364	11372	11210	11432	11366	11216	11419	10030	11373	10310	10035	11233	11004	11204	11214	10128	10457	10308	10027	10454	11203	11426	10302	11385	11207	11377	11102	11105	11694	11355	10459	11212	10034	10452	11691	11365	10460	10458	11369	11236	11228	10314	10303	11361	10032	10473	11370	11423	10468	10028	10019	10024	11235	11226	11225	10021	10037	11218	11221	10031	10312	10044	11234	11362	11427	11433	11356	10467	10003	10002	11434	11219	10033	10010	11412	10007	11420	10465	10466	11229	10026	11374	11357	10029	11215	10001	11101	10455	10012	11435	10461	11692	10282	10006	11422	11224	11104	11206	10469	10023	11360	10451	10470	11429	10011	10472	10305	10280	11379	11208	11693	10462	11416	10475	11378	11237	11363	11238	11106	11415	10014	11697	10040	11222	11418	10309	10018	10022	10306	11211	11411	11436	10039	11421	11358	10017	10069	10013	10038	11201	11231	10474	11232	10004	10016	11217	10005	11413	11428	10036	11417	11239	10464	11209	
10069	11697	10037	10039	10009	11361	11692	10282	11104	10044	11360	11415	10307	11412	11419	11364	10025	10030	11356	11363	11427	10308	10040	10026	10464	11414	11693	10475	10128	11374	11225	10463	10471	10031	10453	11103	10456	10028	10032	11228	11370	10304	10460	11209	11429	10004	11436	11417	10470	10474	11239	11416	10454	10466	11372	10309	11418	11368	11378	10302	11426	11362	11354	11434	11433	10457	11233	11373	10310	11428	10035	11223	11216	11213	10018	11214	10027	10005	10007	11204	10452	10011	11422	11691	11365	11369	11236	10019	10023	10034	10455	10012	11694	11208	11379	10006	10473	10472	10469	11220	11358	11423	11411	10312	11421	10459	10305	10468	11367	11226	11102	10303	10021	11205	11221	11375	11105	10024	11377	11355	11230	11210	10022	11222	10467	10014	10465	11357	11203	11413	11004	10301	11106	10462	11420	10010	10002	10306	11432	11219	10003	10033	11366	11234	11237	10038	11235	10451	11207	10001	11232	11231	11224	11218	11385	10461	11212	10314	10458	11435	11206	10013	11229	11238	10029	10036	11217	10017	11201	10016	11211	11215	11101	10280	
10018	10005	10069	10028	10006	11204	11214	10040	10025	11363	11374	11414	11412	10022	11419	11697	10007	11104	10019	11205	11221	10009	11218	10021	10037	10023	11225	10455	10013	11102	11228	10011	10012	10280	11411	10460	10038	10456	10128	11368	10027	11418	11366	10026	11237	11233	11427	11213	10035	10454	11106	11219	10030	11364	10457	10307	11356	11210	11222	11416	11426	11413	11693	11223	11378	11370	11358	11436	11429	11367	11355	10039	11421	11361	10303	10474	10470	10472	11208	11239	10459	11232	10034	10452	10451	11422	11692	10461	11417	11365	10468	10024	10044	10032	11103	10453	11375	10282	11206	10016	10001	11377	10031	10471	11231	11220	11224	11209	10304	10458	11230	10312	10463	10010	10003	10302	10002	11372	10465	10462	10014	10466	11420	11357	10475	10464	11004	10301	10467	11362	11428	10033	10306	10308	10309	11203	11434	11216	11234	11229	11415	11354	11373	11433	11105	11385	11360	11207	10314	10305	11435	11423	11226	11101	11211	11215	10473	11235	11217	11201	11236	11694	11691	11369	10036	10017	11212	11432	11238	10310	11379	10469	10029	10004	
10014	11218	11235	11230	11375	10307	11223	11229	10035	10027	11372	11368	11377	10023	10028	10021	11205	11361	10314	11232	10024	10009	11236	11365	10463	10019	10468	11220	11231	10304	11201	10312	11215	10013	11209	10012	10001	10038	10010	10306	11203	11213	11364	10030	10128	11432	11106	10454	11354	11419	11374	10003	10302	11373	11216	11204	11420	10025	11362	10457	11238	11214	10002	10022	10301	11234	11210	11004	10018	11355	10004	11692	10473	10461	11435	10460	11369	11370	10303	11208	11228	11367	11694	11385	11105	11217	10016	10017	10011	11411	11358	10006	11101	10458	10031	11221	10037	10032	10451	10471	11103	10456	11102	10453	11207	10467	11378	11356	11413	11363	11414	11697	11366	11426	10465	11357	11222	10040	10029	10310	10026	10308	10309	11427	11412	11237	11433	11233	10034	11429	11379	10472	10470	11423	10459	11212	10455	11360	11422	10036	11226	11225	11211	11206	10452	10280	10044	10305	11691	11104	10475	11415	10007	11219	11693	10466	10033	10462	10005	11416	11434	11421	10039	10069	10474	10282	11239	10469	11417	11436	11418	11428	10464	11224	
11213	10468	10024	11205	10304	11209	11367	10456	11218	11229	11210	11203	11373	11414	11368	11419	11354	11366	11364	11233	11426	11420	11372	11223	10307	11214	11204	10028	11422	10458	11435	10034	10303	11221	10021	11212	10453	10459	11207	10452	10463	10471	11385	11105	11102	11103	11375	10009	11225	11226	10460	11369	11230	11691	11365	11370	10465	11106	10454	10457	11432	11412	11434	11004	11356	11357	10302	10035	11427	11238	11362	11216	11219	10033	10310	10030	10128	10027	10026	10308	10301	11374	10466	10025	10007	11361	10451	10305	11228	11104	11236	11224	10314	11694	10472	11215	10312	11423	11235	11429	10011	11206	10470	11355	10044	10019	10023	10473	10012	10037	10032	11208	10461	11377	10282	10006	10455	10038	10031	11416	11378	10467	11693	10462	11363	10475	11433	10002	11415	11237	10040	11418	10014	10018	10029	10010	10003	11234	10306	11411	11436	11358	11217	10016	10017	11211	11421	10469	10001	10069	11101	11201	10474	11379	10280	10013	10004	11231	11360	11692	11697	10309	11413	11222	10005	10022	11428	10036	11239	11232	10039	11417	10464	11220	
10016	10014	11237	10026	10128	11419	10024	10023	10009	10456	11235	10021	11205	10460	10028	11206	10031	10463	10303	11365	11207	10012	10013	10006	11224	10011	11362	11229	11216	11354	10029	10027	11204	11203	11213	11414	10035	10030	11373	10465	11106	11378	11412	10307	11233	10018	11356	10003	11234	10002	10457	11364	11692	11105	11422	11375	11385	10471	11411	10461	10034	10472	11236	11104	10473	11208	11355	10451	11367	10452	11694	11232	11435	11361	10314	10470	10459	10468	11201	10019	10036	11230	11377	11217	11215	11225	10001	11211	11218	11220	10004	11209	10038	11221	10453	10312	11102	11103	10304	11223	10010	11413	10475	11214	11420	11363	11693	11426	10302	10007	10466	10462	11357	10033	10040	10025	11366	11210	11222	11238	11427	11374	10022	10308	11432	10306	11372	10454	11368	10032	10044	10280	10474	11358	11436	10458	11429	10455	10037	11239	10282	11360	11228	11691	10069	11370	11226	11212	10005	11416	11004	11219	11697	11418	10310	11415	11433	11434	10467	10301	10469	11421	10039	10017	11379	11423	11101	10305	11369	11417	10464	10309	11428	11231	
