10001	10001_10118	Chelsea/NoMad/West Chelsea	17886673.831722792	0.0012898988496721402	20646.988556851684	0.011147628780839403
10002	10002	Chinatown/Lower East Side	26280128.59069242	0.002853600953328673	36484.41576629238	0.003964972988636909
10003	10003	East Village/Gramercy/Greenwich Village	15538376.115356935	0.003519157960525651	17396.13847747317	0.013161607009749112
10004	10004	Financial District	4002521.1287819063	0.0007565231769111275	13769.93028118686	0.006257306131353761
10005	10005	Financial District	2082901.0951586536	0.0042397596412648425	6384.011521405536	0.014477403689541538
10006	10006	Financial District	1716641.019220793	0.0020120688957833586	6794.872670186984	0.008057596110734052
10007	10007	TriBeCa	5327870.737507188	0.0013181626105452273	12770.859450561886	0.008629901562047416
10009	10009	Alphabet City/East Village/Stuyvesant Town-Cooper Village	15903519.111440413	0.0036422756242881402	16247.124894682644	0.005899952038445511
10010	10010	Flatiron/Gramercy/Kips Bay	9768395.73579108	0.003452972311145667	23512.593397766886	0.012133210324980928
10011	10011	Chelsea	18118416.646693688	0.0027856738800192183	24714.120344928568	0.012842236964589311
10012	10012	Greenwich Village/SoHo	9193739.148214066	0.002546406812569586	12422.987846097962	0.02003711406536751
10013	10013	Hudson Square/Little Italy/SoHo/TriBeCa	15580578.721317321	0.0018426144826520722	19248.014283072975	0.01297840109901279
10014	10014	Hudson Square/Meatpacking District/West Village	14151052.32148371	0.0021721352802388043	20454.071799916568	0.01450478701773884
10016	10016	Kips Bay/Murray Hill/NoMad	15042402.988153683	0.003394205037599965	18193.34611475926	0.01046667876960826
10017	10017	East Midtown/Murray Hill	9794383.484841054	0.001613271526937402	14308.645203971488	0.014792457353159396
10018	10018	Hell's Kitchen/Midtown Manhattan	10705797.48855145	0.0009048368428750002	19509.952909632713	0.010802091121531887
10019	10019_10020	Hell's Kitchen/Midtown Manhattan	19525680.363793153	0.0022382318662267624	27184.553277846524	0.012399106995981178
10021	10021	Lenox Hill/Upper East Side	10495133.60558148	0.004403469430386491	14364.133126206554	0.008188557023637673
10022	10022	East Midtown	12728335.567851095	0.002445331507335078	14672.454115560315	0.01637362551364486
10023	10023	Lincoln Square	15212712.718016637	0.004104133244168696	22471.38485437746	0.0060248294764320915
10024	10024	Upper West Side	22877335.085751828	0.002579015421981831	40063.6698892986	0.0029912137818280823
10025	10025	Manhattan Valley/Morningside Heights/Upper West Side	19631043.714598674	0.004727461328558162	20734.090632365987	0.002190612003376059
10026	10026	Central Harlem (South)	11092682.638303386	0.003548555501270568	15644.925328561545	0.000849839511990388
10027	10027	Central Harlem (South)/Morningside Heights/West Harlem	24695277.706620082	0.002613779070105236	31598.159036478868	0.0007241870373948386
10028	10028	Upper East Side/Yorkville	9842046.274002615	0.004856002366727675	18177.33197902064	0.006859041110009524
10029	10029	East Harlem	22963435.789724216	0.003466249594741325	19646.789387915247	0.000656913892944117
10030	10030	Central Harlem (North)	7757661.404807039	0.0038519340353632353	11274.113540924647	0.0005143302590555956
10031	10031	Hamilton Heights/West Harlem	16902152.40793331	0.0035648714167148777	23227.66661168257	0.0004269870384444397
10032	10032	Washington Heights (South)	23159566.149549387	0.0027748360908414673	31657.925765352527	0.0003132614813745619
10033	10033	Washington Heights (North)/Washington Heights (South)	16156054.073142469	0.003689452865789153	29415.60773929571	0.00033888225275883056
10034	10034	Inwood/Washington Heights (North)	24503892.44058002	0.001751150357195426	28233.755984424755	9.753552443945625e-05
10035	10035	East Harlem	15445656.897920083	0.0023141132964576705	17087.40068943501	0.0005369794276031648
10036	10036	Hell's Kitchen/Midtown Manhattan	11395109.933995875	0.0024069974014179554	16418.606587217364	0.01442601264508867
10037	10037	Central Harlem (North)/East Harlem	7188980.987202485	0.002940472375379868	12511.89533066197	0.0003772440078542127
10038	10038	Chinatown/Financial District	7022760.791784973	0.0032465864459844335	12605.260560945337	0.006063427370303033
10039	10039	Central Harlem (North)/Washington Heights (South)	8419028.177065583	0.003293254211398041	15005.378821762348	0.00023625054556988758
10040	10040	Washington Heights (North)	16340742.488183597	0.0027275994363310245	24554.78446440641	0.00017159562988203523
10044	10044	Roosevelt Island	6296113.738973052	0.0018554302676726151	21449.37124452871	0.00017995227643152482
10065	10065	Lenox Hill/Upper East Side	11442580.210087635	0.0024565263676473476	15541.743068316922	0.007655179023589221
10069	10069	Lincoln Square	2372366.1615759386	0.002143429662064513	7780.631784327886	0.00639150913783367
10075	10075_10162	Lenox Hill/Upper East Side	4830688.309526553	0.004790207630321714	14165.558722132297	0.007954767009955597
10128	10128	Upper East Side/Yorkville	11011681.385236057	0.005381194563025375	15005.097086762042	0.004585675723209959
10280	10280	Battery Park City	2234114.0063232933	0.0042003228006449655	8192.125583572964	0.0065556188979375716
10282	10282	Battery Park City	1562844.821444745	0.003578730225326944	6080.3256855893	0.014000750234289087
10301	10301	Silver Lake/St. George	105182712.46031989	0.0003682449244177079	79638.65177240451	2.0535694026856917e-06
10302	10302	Elm Park	29555323.18250164	0.0006159296546206525	27432.568275999194	4.0601822980926334e-07
10303	10303	Graniteville/Mariner's Harbor/Port Ivory	81629773.51920845	0.0003178619623867309	54576.11434006734	4.042642601750538e-07
10304	10304	New Dorp/Todt Hill	98226680.85337207	0.0004180534213641842	85662.26190924757	1.6797880022669588e-06
10305	10305	Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze	111441827.98475248	0.0003795522809064764	55569.95077083012	2.5125216004022272e-06
10306	10306	Lighthouse Hill/Midland Beach/New Dorp/Oakwood	174102872.6959009	0.0003052333323231328	83568.78649444303	2.010305715123565e-07
